facility_key,facility_id,facility_name,city,country_name,longitude,latitude,first_year,latest_year,reporting_year_count,source_record_count,source_tables,distance_to_oder_hydro_boundary_m,distance_to_oder_hydro_boundary_km,distance_class,nearest_hydro_entity_type,nearest_hydro_source_layer,nearest_hydro_entity_id,nearest_hydro_entity_name,nearest_hydro_dfdd,nearest_hydro_rex,nearest_hydro_strahler,nearest_hydro_mc,nearest_hydro_basin_district,distance_to_major_river_line_m,distance_to_major_river_line_km,nearest_major_river_line_source_layer,nearest_major_river_line_id,nearest_major_river_line_name,distance_to_canal_line_m,distance_to_canal_line_km,nearest_canal_line_source_layer,nearest_canal_line_id,nearest_canal_line_name,distance_to_coastal_polygon_m,distance_to_coastal_polygon_km,nearest_coastal_polygon_source_layer,nearest_coastal_polygon_id,nearest_coastal_polygon_name,feature_ids,sector_codes,sector_names,annex_activities,pollutant_count,pollutants,latest_pollutants,air_release_total,water_release_total,pollutant_transfer_total,waste_transfer_total,waste_treatments,waste_classifications,lcp_feature_value_total,lcp_feature_types,lcp_units,ied_statuses,ied_activity_names,bat_conclusions,wi_cowi_capacity_total
PL.EEA/02C_003551.FACILITY,PL.EEA/02C_003551.FACILITY,Huta Szkła TUR Sp. z o.o.,Tur,Poland,17.73148056,53.08303333,2013,2013,1,1,waste_transfers,51.379799276964135,0.051,0-100 m,major_river_line,River_Net_l,RL36021843,NOTEĆ OD GÓRNEGO KANAŁU NOTECI DO KANAŁU BYDGOSKIEGO,BH140,PL,5.0,1.0,,51.379799276964135,0.051,River_Net_l,RL36021843,NOTEĆ OD GÓRNEGO KANAŁU NOTECI DO KANAŁU BYDGOSKIEGO,5966.931617518189,5.967,Canals_l,CL36022973,,,,,,,,3.0,Mineral industry,3(e),0,,,,,,8.51,Disposal; Recovery,HW,,,,,,,
PL.MŚ/000003337.FACILITY,PL.MŚ/000003337.FACILITY,Zakład Produkcyjny Huta Szkła Tur - kocioł grzewczy,Tur,Poland,17.7313899993896,53.0830535888672,2019,2024,6,11,ied_installations; waste_transfers,51.87746304474659,0.052,0-100 m,major_river_line,River_Net_l,RL36021843,NOTEĆ OD GÓRNEGO KANAŁU NOTECI DO KANAŁU BYDGOSKIEGO,BH140,PL,5.0,1.0,,51.87746304474659,0.052,River_Net_l,RL36021843,NOTEĆ OD GÓRNEGO KANAŁU NOTECI DO KANAŁU BYDGOSKIEGO,5963.874482882986,5.964,Canals_l,CL36022973,,,,,,,PL.MŚ/000003967.INSTALLATION,3.0,Mineral industry,3(e),0,,,,,,2728.408,Disposal; Recovery,HW; NONHW,,,,functional,Manufacture of glass including glass fibre with a melting capacity exceeding 20 tonnes per day,GLS,
PL.MŚ/000000434.FACILITY,PL.MŚ/000000434.FACILITY,Ardagh Glass S.A.,Ujście,Poland,16.7233982086182,53.0547294616699,2007,2024,18,38,air_releases; waste_transfers; ied_installations,81.03180204025414,0.081,0-100 m,major_river_line,River_Net_l,RL36014797,NOTEĆ OD GWDY DO KANAŁU ROMANOWSKIEGO,BH140,PL,6.0,1.0,,81.03180204025414,0.081,River_Net_l,RL36014797,NOTEĆ OD GWDY DO KANAŁU ROMANOWSKIEGO,,,,,,,,,,,PL.MŚ/000000676.INSTALLATION,3.0,Mineral industry,3(e),7,Arsenic and compounds (as As); Cadmium and compounds (as Cd); Chromium and compounds (as Cr); Hydrochlorofluorocarbons (HCFCs); Lead and compounds (as Pb); Nitrogen oxides (NOX); Particulate matter (PM10),Lead and compounds (as Pb),3925369.6,,,11784.75,Disposal; Recovery,HW; NONHW,,,,functional,Manufacture of glass including glass fibre with a melting capacity exceeding 20 tonnes per day,GLS,
PL.EEA/15P003179.FACILITY,PL.EEA/15P003179.FACILITY,"Polskie Górnictwo Naftowe i Gazownictwo S.A, Odział w Zielonej Górze, Podziemny Magazyn Gazu Bonikowo",Kokorzyn,Poland,16.553863,52.114532,2010,2016,7,7,air_releases; waste_transfers,204.897707300206,0.205,100 m - 1 km,canal_line,Canals_l,CL36022966,,BH020,PL,-9999.0,,,26837.97315797811,26.838,River_Net_l,RL36019594,WARTA OD PYSZĄCEJ DO KOPLI,204.897707300206,0.205,Canals_l,CL36022966,,,,,,,,3.0,Mineral industry,3(a),1,Methane (CH4),Methane (CH4),107000.0,,,64.812,Disposal; Recovery,HW,,,,,,,
PL.MŚ/000003710.FACILITY,PL.MŚ/000003710.FACILITY,Podziemny Magazyn Gazu Bonikowo,Kokorzyn,Poland,16.5537662506104,52.1144981384277,2019,2024,6,17,waste_transfers; ied_installations,207.2752645824356,0.207,100 m - 1 km,canal_line,Canals_l,CL36022966,,BH020,PL,-9999.0,,,26845.59406421261,26.846,River_Net_l,RL36019594,WARTA OD PYSZĄCEJ DO KOPLI,207.2752645824356,0.207,Canals_l,CL36022966,,,,,,,PL.MŚ/000003875.INSTALLATION; PL.MŚ/000005281.INSTALLATION,3.0,Mineral industry,3(a),0,,,,,,100.24,Disposal; Recovery,HW,,,,functional,Combustion of fuels in installations with a total rated thermal input of 50 MW or more,BATCNOTYETADOPTED,
PL.EEA/08O001886.FACILITY,PL.EEA/08O001886.FACILITY,"Opolskie Kopalnie Surowców Mineralnych Sp. z o.o., Kopalnia Surowców Mineralnych ""Wójcice""",Wójcice,Poland,17.223496,50.45519,2014,2014,1,1,waste_transfers,277.6125072423381,0.278,100 m - 1 km,major_river_line,River_Net_l,RL36005385,PLRW6000012599,BH140,PL,5.0,1.0,,277.6125072423381,0.278,River_Net_l,RL36005385,PLRW6000012599,,,,,,,,,,,,3.0,Mineral industry,3(b),0,,,,,,3.951,Disposal; Recovery,HW,,,,,,,
PL.MŚ/000005293.FACILITY,PL.MŚ/000005293.FACILITY,PKN Orlen S.A. -Oddział PGNiG w Zielonej Górze   OG Kamień Mały,Słońsk,Poland,14.845438,52.581769,2022,2022,1,1,waste_transfers,301.93373916094225,0.302,100 m - 1 km,major_river_line,River_Net_l,RL36012284,,BH140,PL,7.0,1.0,,301.93373916094225,0.302,River_Net_l,RL36012284,,5216.316696769493,5.216,Canals_l,CL36022968,,,,,,,,3.0,Mineral industry,3(a),0,,,,,,2.29,Disposal,HW,,,,,,,
PL.MŚ/000003195.FACILITY,PL.MŚ/000003195.FACILITY,Kopalnia Gazu Ziemnego Kościan-Brońsko,Kokorzyn,Poland,16.592083025279614,52.1144981384277,2019,2024,6,10,waste_transfers; ied_installations,330.9230261510946,0.331,100 m - 1 km,canal_line,Canals_l,CL36022961,,BH020,PL,-9999.0,,,24600.17906195923,24.6,River_Net_l,RL36019594,WARTA OD PYSZĄCEJ DO KOPLI,330.9230261510946,0.331,Canals_l,CL36022961,,,,,,,PL.MŚ/000003825.INSTALLATION,3.0,Mineral industry,3(a),0,,,,,,275.74,Disposal; Recovery,HW,,,,functional,Combustion of fuels in installations with a total rated thermal input of 50 MW or more,BATCNOTYETADOPTED,
PL.MŚ/000000067.FACILITY,PL.MŚ/000000067.FACILITY,"CEMENTOWNIA ""WARTA"" SPÓŁKA AKCYJNA",TRĘBACZEW,Poland,18.9263877868652,51.1030540466309,2007,2024,18,52,air_releases; waste_transfers; ied_installations; ied_wi_cowi,349.9883821945867,0.35,100 m - 1 km,major_river_line,River_Net_l,RL36008159,WARTA OD LISWARTY DO GRABARKI,BH140,PL,5.0,1.0,,349.9883821945867,0.35,River_Net_l,RL36008159,WARTA OD LISWARTY DO GRABARKI,40959.22976159144,40.959,Canals_l,CL36022940,,,,,,,PL.MŚ/000000101.INSTALLATION; PL.MŚ/000000050.PART,3.0,Mineral industry,3(c),13,Ammonia (NH3); Carbon dioxide (CO2); Carbon monoxide (CO); Chlorine and inorganic compounds (as HCl); Di-(2-ethyl hexyl) phthalate (DEHP); Mercury and compounds (as Hg); Nitrogen oxides (NOX); Nitrous oxide (N2O); Non-methane volatile organic compounds (NMVOC); PCDD + PCDF (dioxins + furans) (as Teq); Particulate matter (PM10); Polycyclic aromatic hydrocarbons (PAHs); Sulphur oxides (SOX),Ammonia (NH3); Carbon dioxide (CO2); Carbon monoxide (CO); Chlorine and inorganic compounds (as HCl); Mercury and compounds (as Hg); Nitrogen oxides (NOX),25582393144.40511,,,216298.08,Disposal; Recovery,HW; NONHW,,,,functional,Production of cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,CLM; NOBATCAPPLICABLE,30.0
PL.MŚ/000003301.FACILITY,PL.MŚ/000003301.FACILITY,Kopalnia Gazu Ziemnego Radlin - Ośrodek Grupowy Lisewo - kotłownia zakładowa,Lisewo,Poland,17.6760520935059,52.0982971191406,2019,2024,6,8,ied_installations; waste_transfers,535.0979765073492,0.535,100 m - 1 km,major_river_line,River_Net_l,RL36019374,PROSNA OD DOPŁYWU Z PIĄTKA MAŁEGO DO UJŚCIA,BH140,PL,5.0,1.0,,535.0979765073492,0.535,River_Net_l,RL36019374,PROSNA OD DOPŁYWU Z PIĄTKA MAŁEGO DO UJŚCIA,41133.2441471233,41.133,Canals_l,CL36022978,,,,,,,PL.MŚ/000003931.INSTALLATION,3.0,Mineral industry,3(a),0,,,,,,11.18,Disposal; Recovery,HW,,,,functional,Combustion of fuels in installations with a total rated thermal input of 50 MW or more,BATCNOTYETADOPTED,
PL.MŚ/000003325.FACILITY,PL.MŚ/000003325.FACILITY,"Kopalnia Surowców Mineralnych ""Kobylice Południe""",Kobylice,Poland,18.1804161071777,50.3127212524414,2018,2024,7,7,waste_transfers; ied_installations,600.5381332820643,0.601,100 m - 1 km,major_river_line,River_Net_l,RL36005227,ODRA OD WYPŁYWU ZE ZB. POLDER BUKÓW DO KANAŁU GLIWICKIEGO,BH140,PL,5.0,1.0,,600.5381332820643,0.601,River_Net_l,RL36005227,ODRA OD WYPŁYWU ZE ZB. POLDER BUKÓW DO KANAŁU GLIWICKIEGO,5338.231791967778,5.338,Canals_l,CL36022955,,,,,,,PL.MŚ/000003955.INSTALLATION,3.0,Mineral industry,3(b),0,,,,,,7.23,Disposal; Recovery,HW,,,,functional,Production of cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,BATCNOTYETADOPTED,
PL.EEA/15P000667.FACILITY,PL.EEA/15P000667.FACILITY,"Polskie Górnictwo Naftowe i Gazownictwo S.A. Oddział w Zielonej Górze, Ośrodek Produkcyjny Zaniemyśl",Kępa Mała,Poland,17.179161,52.104728,2012,2015,2,2,waste_transfers,618.7172325562191,0.619,100 m - 1 km,major_river_line,River_Net_l,RL36019195,WARTA OD MOSKAWY DO PYSZĄCEJ,BH140,PL,6.0,1.0,,618.7172325562191,0.619,River_Net_l,RL36019195,WARTA OD MOSKAWY DO PYSZĄCEJ,22441.14873727214,22.441,Canals_l,CL36022972,,,,,,,,3.0,Mineral industry,3(a),0,,,,,,11.513,Disposal; Recovery,HW,,,,,,,
PL.MŚ/000003675.FACILITY,PL.MŚ/000003675.FACILITY,Polska Grupa Górnicza sp.zo.o KWK Ruda Ruch Halemba,Ruda Śląska,Poland,15.4822216033936,51.5741920471191,2007,2024,18,61,air_releases; water_releases; waste_transfers; ied_installations; pollutant_transfers,664.8014391232464,0.665,100 m - 1 km,major_river_line,River_Net_l,RL36001843,BÓBR OD BOBRZYCY DO KWISY,BH140,PL,5.0,1.0,,664.8014391232464,0.665,River_Net_l,RL36001843,BÓBR OD BOBRZYCY DO KWISY,34300.16429737998,34.3,Canals_l,CL36022992,,,,,,,PL.MŚ/000005240.INSTALLATION,3.0,Mineral industry,3(a),10,Arsenic and compounds (as As); Cadmium and compounds (as Cd); Chlorides (as total Cl); Copper and compounds (as Cu); Hydro-fluorocarbons (HFCS); Lead and compounds (as Pb); Methane (CH4); Nickel and compounds (as Ni); Total organic carbon(as total C or COD/3) (TOC); Zinc and compounds (as Zn),Arsenic and compounds (as As); Chlorides (as total Cl); Hydro-fluorocarbons (HFCS); Lead and compounds (as Pb); Methane (CH4); Nickel and compounds (as Ni),212790270.0,432318247.14,136.32999999999998,11796156.72,Disposal; Recovery,HW; NONHW,,,,functional,Combustion of fuels in installations with a total rated thermal input of 50 MW or more,BATCNOTYETADOPTED,
PL.EEA/08O001889.FACILITY,PL.EEA/08O001889.FACILITY,Kopalnia Surowców Mineralnych Kobylice,Kobylice,Poland,18.178217,50.313418,2016,2016,1,1,waste_transfers,679.9907126859429,0.68,100 m - 1 km,major_river_line,River_Net_l,RL36005227,ODRA OD WYPŁYWU ZE ZB. POLDER BUKÓW DO KANAŁU GLIWICKIEGO,BH140,PL,5.0,1.0,,679.9907126859429,0.68,River_Net_l,RL36005227,ODRA OD WYPŁYWU ZE ZB. POLDER BUKÓW DO KANAŁU GLIWICKIEGO,5221.778804626066,5.222,Canals_l,CL36022955,,,,,,,,3.0,Mineral industry,3(b),0,,,,,,7.7,Disposal; Recovery,HW,,,,,,,
PL.MŚ/000000062.FACILITY,PL.MŚ/000000062.FACILITY,"Cementownia ""Odra"" S.A.",Opole,Poland,17.9139156341553,50.6806411743164,2007,2024,18,53,air_releases; waste_transfers; ied_installations; ied_wi_cowi; pollutant_transfers,757.4791994538145,0.757,100 m - 1 km,major_river_line,River_Net_l,RL36006321,KANAŁ ULGI W OPOLU,BH140,PL,5.0,1.0,,757.4791994538145,0.757,River_Net_l,RL36006321,KANAŁ ULGI W OPOLU,39084.59558746986,39.085,Canals_l,CL36022948,,,,,,,PL.MŚ/000000094.INSTALLATION; PL.MŚ/000000046.PART,3.0,Mineral industry,3(c),10,Arsenic and compounds (as As); Cadmium and compounds (as Cd); Carbon dioxide (CO2); Carbon monoxide (CO); Di-(2-ethyl hexyl) phthalate (DEHP); Mercury and compounds (as Hg); Nickel and compounds (as Ni); Nitrogen oxides (NOX); PCDD + PCDF (dioxins + furans) (as Teq); Particulate matter (PM10),Carbon dioxide (CO2); Carbon monoxide (CO); Nitrogen oxides (NOX),5503620891.500476,,20.0,854.53,Disposal; Recovery,HW,,,,functional,Production of cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,CLM,10.5
PL.EEA/04F001582.FACILITY,PL.EEA/04F001582.FACILITY,"Zielonogórskie Kopalnie Surowców Mineralnych S.A., Kopalnia Kruszywa ""Nowogród Bobrzański""",Nowogród Bobrzański,Poland,15.238057,51.817173,2007,2007,1,1,waste_transfers,768.921206815665,0.769,100 m - 1 km,major_river_line,River_Net_l,RL36002438,BÓBR OD KWISY DO KANAŁU DYCHOWSKIEGO,BH140,PL,5.0,1.0,,768.921206815665,0.769,River_Net_l,RL36002438,BÓBR OD KWISY DO KANAŁU DYCHOWSKIEGO,2664.55427427829,2.665,Canals_l,CL36022992,,,,,,,,3.0,Mineral industry,3(b),0,,,,,,65500.0,Recovery,NONHW,,,,,,,
PL.EEA/16Z000666.FACILITY,PL.EEA/16Z000666.FACILITY,"Polskie Górnictwo Naftowe i Gazownictwo S.A. Oddział w Zielonej Górze, Ośrodek Produkcyjny Zastań",Zastań,Poland,14.694506,53.98415,2016,2016,1,1,waste_transfers,783.5532486038637,0.784,100 m - 1 km,major_river_line,River_Net_l,RL36018288,ZALEW KAMIEŃSKI,BH140,PL,7.0,1.0,,783.5532486038637,0.784,River_Net_l,RL36018288,ZALEW KAMIEŃSKI,,,,,,2665.932013343601,2.666,Coastal_p,CO36000001,PLCWIIIWB9,,3.0,Mineral industry,3(a),0,,,,,,10.0,Disposal,HW,,,,,,,
PL.MŚ/000000431.FACILITY,PL.MŚ/000000431.FACILITY,BA Glass Poland Sp. z o.o.,Sieraków,Poland,16.09694480896,52.6495590209961,2007,2024,18,49,air_releases; waste_transfers; ied_installations,804.6464868290499,0.805,100 m - 1 km,major_river_line,River_Net_l,RL36012736,WARTA OD OSTROROGI DO KAMIONKI,BH140,PL,6.0,1.0,,804.6464868290499,0.805,River_Net_l,RL36012736,WARTA OD OSTROROGI DO KAMIONKI,,,,,,,,,,,PL.MŚ/000000673.INSTALLATION; PL.MŚ/000002814.INSTALLATION,3.0,Mineral industry,3(e),5,Chlorofluorocarbons (CFCs); Hydrochlorofluorocarbons (HCFCs); Nitrogen oxides (NOX); Nitrous oxide (N2O); Particulate matter (PM10),Nitrous oxide (N2O),6919993.5,,,267.563,Disposal; Recovery,HW,,,,decommissioned; functional,Manufacture of glass including glass fibre with a melting capacity exceeding 20 tonnes per day,GLS; NOBATCAPPLICABLE,
PL.MŚ/000003242.FACILITY,PL.MŚ/000003242.FACILITY,Kopalnia Gazu Ziemnego Załęcze-Ośrodek Grupowy Wiewierz - kotłownia zakładowa,Czarnoborsko,Poland,18.0311393737793,51.8026390075684,2019,2024,6,7,ied_installations; waste_transfers,815.9858513710616,0.816,100 m - 1 km,major_river_line,River_Net_l,RL36010326,PROSNA OD KANAŁU BERNARDYŃSKIEGO DO DOPŁYWU Z PIĄTKA MAŁEGO,BH140,PL,5.0,1.0,,815.9858513710616,0.816,River_Net_l,RL36010326,PROSNA OD KANAŁU BERNARDYŃSKIEGO DO DOPŁYWU Z PIĄTKA MAŁEGO,974.350501994834,0.974,Canals_l,CL36022978,,,,,,,PL.MŚ/000003872.INSTALLATION,3.0,Mineral industry,3(a),0,,,,,,4.0,Recovery,HW,,,,functional,Combustion of fuels in installations with a total rated thermal input of 50 MW or more,BATCNOTYETADOPTED,
PL.EEA/01D001557.FACILITY,PL.EEA/01D001557.FACILITY,Kopalnia Kruszywa Szczytniki,Spalona,Poland,16.275224,51.247538,2014,2014,1,1,waste_transfers,866.8358798242374,0.867,100 m - 1 km,major_river_line,River_Net_l,RL36001323,KACZAWA OD CZARNEJ WODY DO ODRY,BH140,PL,5.0,1.0,,866.8358798242374,0.867,River_Net_l,RL36001323,KACZAWA OD CZARNEJ WODY DO ODRY,,,,,,,,,,,,3.0,Mineral industry,3(b),0,,,,,,80.1,Recovery,HW,,,,,,,
PL.MŚ/000000300.FACILITY,PL.MŚ/000000300.FACILITY,Rockwool Polska Sp. z o.o. Zakład w Cigacicach,Cigacice,Poland,15.5998611450195,52.042667388916,2007,2024,18,44,air_releases; waste_transfers; ied_installations,948.3714587047502,0.948,100 m - 1 km,major_river_line,River_Net_l,RL36003055,ODRA OD CZARNEJ STRUGI DO NYSY ŁUŻYCKIEJ,BH140,PL,6.0,1.0,,948.3714587047502,0.948,River_Net_l,RL36003055,ODRA OD CZARNEJ STRUGI DO NYSY ŁUŻYCKIEJ,21909.526046752017,21.91,Canals_l,CL36022935,,,,,,,PL.MŚ/000000429.INSTALLATION,3.0,Mineral industry,3(f),8,Ammonia (NH3); Benzene; Carbon dioxide (CO2); Carbon monoxide (CO); Nitrogen oxides (NOX); Nitrous oxide (N2O); Particulate matter (PM10); Sulphur oxides (SOX),Ammonia (NH3); Nitrogen oxides (NOX); Nitrous oxide (N2O); Particulate matter (PM10); Sulphur oxides (SOX),978550940.0,,,172716.07,Disposal; Recovery,HW; NONHW,,,,functional,Melting mineral substances including the production of mineral fibres with a melting capacity exceeding 20 tonnes per day,GLS,
PL.MŚ/000003317.FACILITY,PL.MŚ/000003317.FACILITY,"Kopalnia Surowców Mineralnych ""Szczytniki 2"" - Zbiornik oleju napędowego",Szczytniki Małe,Poland,16.2513618469238,51.2369155883789,2019,2024,6,8,ied_installations; waste_transfers,951.5357696431064,0.952,100 m - 1 km,major_river_line,River_Net_l,RL36001286,KACZAWA OD CZARNEJ WODY DO ODRY,BH140,PL,5.0,1.0,,951.5357696431064,0.952,River_Net_l,RL36001286,KACZAWA OD CZARNEJ WODY DO ODRY,,,,,,,,,,,PL.MŚ/000003947.INSTALLATION,3.0,Mineral industry,3(b),0,,,,,,12202.281,Disposal; Recovery,HW; NONHW,,,,functional,Production of cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,BATCNOTYETADOPTED,
PL.EEA/08O001887.FACILITY,PL.EEA/08O001887.FACILITY,"Kopalnia Surowców Mineralnych ""Malerzowice""",Malerzowice Wielkie,Poland,17.488398,50.582835,2014,2016,2,2,waste_transfers,957.4659963525994,0.957,100 m - 1 km,major_river_line,River_Net_l,RL36005887,NYSA KŁODZKA OD ZB. NYSA DO UJŚCIA,BH140,PL,5.0,1.0,,957.4659963525994,0.957,River_Net_l,RL36005887,NYSA KŁODZKA OD ZB. NYSA DO UJŚCIA,,,,,,,,,,,,3.0,Mineral industry,3(b),0,,,,,,11.728,Disposal; Recovery,HW,,,,,,,
PL.MŚ/000003707.FACILITY,PL.MŚ/000003707.FACILITY,"Jastrzębska Spółka Węglowa S.A. Kopalnia Węgla Kamiennego ""Budryk""",Ornontowice,Poland,15.08319,52.02193,2007,2024,18,67,air_releases; pollutant_transfers; waste_transfers; water_releases; ied_installations,1044.706069661844,1.045,1-10 km,major_river_line,River_Net_l,RL36002934,BÓBR OD ZB. RADUSZEC DO ODRY,BH140,PL,5.0,1.0,,1044.706069661844,1.045,River_Net_l,RL36002934,BÓBR OD ZB. RADUSZEC DO ODRY,3717.5531358028734,3.718,Canals_l,CL36022993,,,,,,,PL.MŚ/000005243.INSTALLATION,3.0,Mineral industry,3(a),10,Arsenic and compounds (as As); Cadmium and compounds (as Cd); Chlorides (as total Cl); Hydro-fluorocarbons (HFCS); Hydrochlorofluorocarbons (HCFCs); Lead and compounds (as Pb); Methane (CH4); Nickel and compounds (as Ni); Polycyclic aromatic hydrocarbons (PAHs); Zinc and compounds (as Zn),Arsenic and compounds (as As); Chlorides (as total Cl); Hydro-fluorocarbons (HFCS); Methane (CH4); Nickel and compounds (as Ni); Zinc and compounds (as Zn),667989322.0,353.96,795407310.43,37032980.83,Disposal; Recovery,HW; NONHW,,,,functional,Combustion of fuels in installations with a total rated thermal input of 50 MW or more,BATCNOTYETADOPTED,
PL.EEA/12S000127.FACILITY,PL.EEA/12S000127.FACILITY,"""CERAMOT"" MOTYKA , PAWLICA SPÓŁKA JAWNA",Buków,Poland,18.298636,50.000343,2007,2008,2,2,waste_transfers,1076.935229005747,1.077,1-10 km,major_river_line,River_Net_l,RL36004300,ODRA OD WYPŁYWU ZE ZB. POLDER BUKÓW DO KANAŁU GLIWICKIEGO,BH140,PL,5.0,1.0,,1076.935229005747,1.077,River_Net_l,RL36004300,ODRA OD WYPŁYWU ZE ZB. POLDER BUKÓW DO KANAŁU GLIWICKIEGO,15730.716437625708,15.731,Canals_l,CL36022977,,,,,,,,3.0,Mineral industry,3(g),0,,,,,,2170.7,Disposal,HW,,,,,,,
PL.MŚ/000003456.FACILITY,PL.MŚ/000003456.FACILITY,Kopalnia Ropy Naftowej i Gazu Ziemnego Radoszyn - Ośrodek Produkcyjny Połęcko,Połęcko,Poland,14.886944770813,52.0419425964355,2017,2024,7,8,waste_transfers; ied_installations,1132.5775456669876,1.133,1-10 km,major_river_line,River_Net_l,RL36003092,ODRA OD CZARNEJ STRUGI DO NYSY ŁUŻYCKIEJ,BH140,PL,6.0,1.0,,1132.5775456669876,1.133,River_Net_l,RL36003092,ODRA OD CZARNEJ STRUGI DO NYSY ŁUŻYCKIEJ,12801.535797627634,12.802,Canals_l,CL36022993,,,,,,,PL.MŚ/000004086.INSTALLATION,3.0,Mineral industry,3(a),0,,,,,,20.531,Disposal; Recovery,HW,,,,functional,Combustion of fuels in installations with a total rated thermal input of 50 MW or more,BATCNOTYETADOPTED,
