facility_key,facility_id,facility_name,city,country_name,longitude,latitude,first_year,latest_year,reporting_year_count,source_record_count,source_tables,distance_to_oder_hydro_boundary_m,distance_to_oder_hydro_boundary_km,distance_class,nearest_hydro_entity_type,nearest_hydro_source_layer,nearest_hydro_entity_id,nearest_hydro_entity_name,nearest_hydro_dfdd,nearest_hydro_rex,nearest_hydro_strahler,nearest_hydro_mc,nearest_hydro_basin_district,distance_to_major_river_line_m,distance_to_major_river_line_km,nearest_major_river_line_source_layer,nearest_major_river_line_id,nearest_major_river_line_name,distance_to_canal_line_m,distance_to_canal_line_km,nearest_canal_line_source_layer,nearest_canal_line_id,nearest_canal_line_name,distance_to_coastal_polygon_m,distance_to_coastal_polygon_km,nearest_coastal_polygon_source_layer,nearest_coastal_polygon_id,nearest_coastal_polygon_name,feature_ids,sector_codes,sector_names,annex_activities,pollutant_count,pollutants,latest_pollutants,air_release_total,water_release_total,pollutant_transfer_total,waste_transfer_total,waste_treatments,waste_classifications,lcp_feature_value_total,lcp_feature_types,lcp_units,ied_statuses,ied_activity_names,bat_conclusions,wi_cowi_capacity_total
PL.MŚ/000003326.FACILITY,PL.MŚ/000003326.FACILITY,"Kopalnia Surowców Mineralnych ""Ruda""",Budziska,Poland,18.2683048248291,50.1999473571777,2014,2024,10,10,waste_transfers; ied_installations,1196.5647080138635,1.197,1-10 km,major_river_line,River_Net_l,RL36004976,ODRA OD WYPŁYWU ZE ZB. POLDER BUKÓW DO KANAŁU GLIWICKIEGO,BH140,PL,5.0,1.0,,1196.5647080138635,1.197,River_Net_l,RL36004976,ODRA OD WYPŁYWU ZE ZB. POLDER BUKÓW DO KANAŁU GLIWICKIEGO,11375.60289319779,11.376,Canals_l,CL36022987,,,,,,,PL.MŚ/000003956.INSTALLATION,3.0,Mineral industry,3(b),0,,,,,,19.909,Disposal; Recovery,HW,,,,functional,Production of cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,BATCNOTYETADOPTED,
PL.MŚ/000003327.FACILITY,PL.MŚ/000003327.FACILITY,"Kopalnia Surowców Mineralnych ""Malerzowice""",Malerzowice Wielkie,Poland,17.4959449768066,50.569694519043,2018,2024,7,7,waste_transfers; ied_installations,1250.7546343208242,1.251,1-10 km,major_river_line,River_Net_l,RL36005841,NYSA KŁODZKA OD ZB. NYSA DO UJŚCIA,BH140,PL,5.0,1.0,,1250.7546343208242,1.251,River_Net_l,RL36005841,NYSA KŁODZKA OD ZB. NYSA DO UJŚCIA,,,,,,,,,,,PL.MŚ/000003957.INSTALLATION,3.0,Mineral industry,3(b),0,,,,,,4.981,Disposal; Recovery,HW,,,,functional,Production of cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,BATCNOTYETADOPTED,
PL.MŚ/000000002.FACILITY,PL.MŚ/000000002.FACILITY,Philips Lighting Poland spółka z o.o.,Piła,Poland,16.776050567627,53.1684265136719,2007,2024,18,36,waste_transfers; air_releases; pollutant_transfers; ied_installations,1268.4091802155278,1.268,1-10 km,major_river_line,River_Net_l,RL36021895,GWDA OD PIŁAWY DO UJŚCIA,BH140,PL,5.0,1.0,,1268.4091802155278,1.268,River_Net_l,RL36021895,GWDA OD PIŁAWY DO UJŚCIA,,,,,,,,,,,PL.MŚ/000000002.INSTALLATION; PL.MŚ/000000003.INSTALLATION,3.0,Mineral industry,3(e),4,Hydrochlorofluorocarbons (HCFCs); Lead and compounds (as Pb); Mercury and compounds (as Hg); Particulate matter (PM10),Lead and compounds (as Pb); Mercury and compounds (as Hg),50516.82,,269.11,36272.761,Disposal; Recovery,HW; NONHW,,,,functional,Disposal or recovery of hazardous waste with a capacity exceeding 10 tonnes per day involving one or more of the following activities.; Manufacture of glass including glass fibre with a melting capacity exceeding 20 tonnes per day,GLS; WT,
PL.MŚ/000003219.FACILITY,PL.MŚ/000003219.FACILITY,Kopalnia Gazu Ziemnego Żuchlów-Ośrodek Grupowy Aleksandrówka,Lubów,Poland,16.4741554260254,51.574893951416,2017,2024,7,7,waste_transfers; ied_installations,1304.9875373316906,1.305,1-10 km,major_river_line,River_Net_l,RL36002009,ODRA OD WAŁÓW ŚLĄSKICH DO KANAŁU WSCHODNIEGO,BH140,PL,6.0,1.0,,1304.9875373316906,1.305,River_Net_l,RL36002009,ODRA OD WAŁÓW ŚLĄSKICH DO KANAŁU WSCHODNIEGO,46665.58370920912,46.666,Canals_l,CL36022972,,,,,,,PL.MŚ/000003849.INSTALLATION,3.0,Mineral industry,3(a),0,,,,,,7.03,Disposal,HW,,,,functional,Combustion of fuels in installations with a total rated thermal input of 50 MW or more,BATCNOTYETADOPTED,
PL.MŚ/000000104.FACILITY,PL.MŚ/000000104.FACILITY,Górażdże Cement S.A. - Cementowia Górażdże,Chorula,Poland,17.9777222222222,50.5348055555556,2007,2024,18,47,air_releases; waste_transfers; ied_installations; ied_wi_cowi,1454.3420583158818,1.454,1-10 km,major_river_line,River_Net_l,RL36005844,ODRA OD OSOBŁOGI DO MAŁEJ PANWI,BH140,PL,5.0,1.0,,1454.3420583158818,1.454,River_Net_l,RL36005844,ODRA OD OSOBŁOGI DO MAŁEJ PANWI,22565.30074807089,22.565,Canals_l,CL36022948,,,,,,,PL.MŚ/000000166.INSTALLATION; PL.MŚ/000000064.PART,3.0,Mineral industry,3(c),16,Ammonia (NH3); Arsenic and compounds (as As); Cadmium and compounds (as Cd); Carbon dioxide (CO2); Carbon monoxide (CO); Chlorine and inorganic compounds (as HCl); Chromium and compounds (as Cr); Copper and compounds (as Cu); Lead and compounds (as Pb); Mercury and compounds (as Hg); Nickel and compounds (as Ni); Nitrogen oxides (NOX); Nitrous oxide (N2O); PCDD + PCDF (dioxins + furans) (as Teq); Particulate matter (PM10); Sulphur oxides (SOX),Ammonia (NH3); Arsenic and compounds (as As); Carbon dioxide (CO2); Carbon monoxide (CO); Chromium and compounds (as Cr); Copper and compounds (as Cu); Nickel and compounds (as Ni); Nitrogen oxides (NOX); PCDD + PCDF (dioxins + furans) (as Teq); Particulate matter (PM10); Sulphur oxides (SOX),40779307791.60032,,,64821.9551,Disposal; Recovery,HW; NONHW,,,,functional,Production of cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,CLM,114.0
PL.MŚ/000000806.FACILITY,PL.MŚ/000000806.FACILITY,Stolzle Częstochowa Sp. z o.o.,Częstochowa,Poland,19.1611099243164,50.8411636352539,2007,2024,17,37,waste_transfers; air_releases; ied_installations,1482.4508555980256,1.482,1-10 km,major_river_line,River_Net_l,RL36007181,WARTA OD ZBIORNIKA PORAJ DO CIEKU SPOD RUDNIK,BH140,PL,5.0,1.0,,1482.4508555980256,1.482,River_Net_l,RL36007181,WARTA OD ZBIORNIKA PORAJ DO CIEKU SPOD RUDNIK,24742.96517124446,24.743,Canals_l,CL36022940,,,,,,,PL.MŚ/000001168.INSTALLATION; PL.MŚ/000001166.INSTALLATION,3.0,Mineral industry,3(e),1,Nitrogen oxides (NOX),Nitrogen oxides (NOX),2164000.0,,,55737.77,Disposal; Recovery,HW; NONHW,,,,functional,Manufacture of glass including glass fibre with a melting capacity exceeding 20 tonnes per day,GLS,
PL.MŚ/000001564.FACILITY,PL.MŚ/000001564.FACILITY,CREATON Polska Sp. z o.o. Zakład Produkcyjny w Widziszewie - dachówki,Widziszewo,Poland,16.5873,52.03988,2017,2024,8,12,ied_installations; waste_transfers,1499.8640885944085,1.5,1-10 km,canal_line,Canals_l,CL36022963,,BH020,PL,-9999.0,,,29025.93243992766,29.026,River_Net_l,RL36019288,WARTA OD PYSZĄCEJ DO KOPLI,1499.8640885944085,1.5,Canals_l,CL36022963,,,,,,,PL.MŚ/000002162.INSTALLATION,3.0,Mineral industry,3(g),0,,,,,,46.2,Recovery,HW,,,,functional,"Manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain with a production capacity exceeding 75 tonnes per day and/or with a kiln capacity exceeding 4 m3 and with a setting density per kiln exceeding 300 kg/m3",NOBATCAPPLICABLE,
PL.EEA/15P002681.FACILITY,PL.EEA/15P002681.FACILITY,"""Sanitec Koło"" Sp. z o.o., Zakład produkcyjny",Koło,Poland,18.619528,52.211533,2007,2010,4,5,waste_transfers; pollutant_transfers,1532.364656208311,1.532,1-10 km,major_river_line,River_Net_l,RL36019835,WARTA OD TELESZYNY DO TOPCA,BH140,PL,5.0,1.0,,1532.364656208311,1.532,River_Net_l,RL36019835,WARTA OD TELESZYNY DO TOPCA,,,,,,,,,,,,3.0,Mineral industry,3(g),1,Zinc and compounds (as Zn),Zinc and compounds (as Zn),,,140.0,44163.78,Disposal; Recovery,HW; NONHW,,,,,,,
PL.MŚ/000003213.FACILITY,PL.MŚ/000003213.FACILITY,Kopalnia Ropy Naftowej i Gazu Ziemnego Zielin - Ośrodek Produkcyjny Jeniniec,Krzyszczynka,Poland,15.0904140472412,52.6326637268066,2008,2024,13,17,air_releases; waste_transfers; ied_installations,1578.1213200690595,1.578,1-10 km,major_river_line,River_Net_l,RL36012847,WARTA OD NOTECI DO UJŚCIA,BH140,PL,7.0,1.0,,1578.1213200690595,1.578,River_Net_l,RL36012847,WARTA OD NOTECI DO UJŚCIA,12049.853505898798,12.05,Canals_l,CL36022968,,,,,,,PL.MŚ/000003843.INSTALLATION,3.0,Mineral industry,3(a),1,Sulphur oxides (SOX),Sulphur oxides (SOX),1391000.0,,,76.689,Disposal; Recovery,HW,,,,functional,Combustion of fuels in installations with a total rated thermal input of 50 MW or more,BATCNOTYETADOPTED,
PL.EEA/01D000545.FACILITY,PL.EEA/01D000545.FACILITY,Polskie Górnictwo Naftowe i Gazownictwo S.A.  Ośrodek Grupowy Niechlów,Niechlów,Poland,16.355593,51.690688,2015,2015,1,1,waste_transfers,1683.757573256701,1.684,1-10 km,major_river_line,River_Net_l,RL36002202,BARYCZ OD ORLI DO ODRY,BH140,PL,5.0,1.0,,1683.757573256701,1.684,River_Net_l,RL36002202,BARYCZ OD ORLI DO ODRY,36068.25693495363,36.068,Canals_l,CL36022927,,,,,,,,3.0,Mineral industry,3(a),0,,,,,,4.52,Disposal,HW,,,,,,,
PL.MŚ/000003212.FACILITY,PL.MŚ/000003212.FACILITY,Kopalnia Ropy Naftowej Kamień Pomorski,Buniewice,Poland,14.7400331497192,53.977596282959,2012,2024,11,14,waste_transfers; ied_installations,1685.2957054048377,1.685,1-10 km,major_river_line,River_Net_l,RL36018300,ZALEW KAMIEŃSKI,BH140,PL,7.0,1.0,,1685.2957054048377,1.685,River_Net_l,RL36018300,ZALEW KAMIEŃSKI,,,,,,4676.07932176529,4.676,Coastal_p,CO36000001,PLCWIIIWB9,PL.MŚ/000003842.INSTALLATION,3.0,Mineral industry,3(a),0,,,,,,127.133,Disposal; Recovery,HW,,,,functional,Combustion of fuels in installations with a total rated thermal input of 50 MW or more,BATCNOTYETADOPTED,
PL.EEA/04F003322.FACILITY,PL.EEA/04F003322.FACILITY,STOLZLE Wymiarki Sp z o.o.,Wymiarki,Poland,15.05,51.31,2016,2016,1,1,waste_transfers,2075.15522210603,2.075,1-10 km,major_river_line,River_Net_l,RL36001346,ODER,BH140,DE/PL,5.0,1.0,,2075.15522210603,2.075,River_Net_l,RL36001346,ODER,,,,,,,,,,,,3.0,Mineral industry,3(e),0,,,,,,2.06,Disposal,HW,,,,,,,
PL.MŚ/000003201.FACILITY,PL.MŚ/000003201.FACILITY,Kopalnia Ropy Naftowej i Gazu Ziemnego Zielin - Osrodek Grupowy Górzyca,Ługi Górzyckie,Poland,14.6399335861206,52.5340843200684,2012,2024,9,14,waste_transfers; air_releases; ied_installations,2128.3627848719284,2.128,1-10 km,major_river_line,River_Net_l,RL36011982,ODRA OD NYSY ŁUŻYCKIEJ DO WARTY,BH140,DE/PL,6.0,1.0,,2128.3627848719284,2.128,River_Net_l,RL36011982,ODRA OD NYSY ŁUŻYCKIEJ DO WARTY,13603.105471531268,13.603,Canals_l,CL36022968,,,,,,,PL.MŚ/000003831.INSTALLATION,3.0,Mineral industry,3(a),1,Sulphur oxides (SOX),Sulphur oxides (SOX),467000.0,,,76.42399999999999,Disposal; Recovery,HW,,,,functional,Combustion of fuels in installations with a total rated thermal input of 50 MW or more,BATCNOTYETADOPTED,
PL.EEA/15P000531.FACILITY,PL.EEA/15P000531.FACILITY,"PAK Kopalnia Węgla Brunatnego Adamów S.A., Odkrywka Koźmin",Koźmin,Poland,18.658333,52.089167,2007,2016,10,17,water_releases; waste_transfers,2226.952163700979,2.227,1-10 km,major_river_line,River_Net_l,RL36019612,WARTA OD SIEKIERNIKA DO NERU,BH140,PL,5.0,1.0,,2226.952163700979,2.227,River_Net_l,RL36019612,WARTA OD SIEKIERNIKA DO NERU,,,,,,,,,,,,3.0,Mineral industry,3(b),11,Arsenic and compounds (as As); Cadmium and compounds (as Cd); Chlorides (as total Cl); Chromium and compounds (as Cr); Copper and compounds (as Cu); Lead and compounds (as Pb); Nickel and compounds (as Ni); Total nitrogen; Total organic carbon(as total C or COD/3) (TOC); Total phosphorus; Zinc and compounds (as Zn),Arsenic and compounds (as As); Cadmium and compounds (as Cd); Chlorides (as total Cl); Chromium and compounds (as Cr); Copper and compounds (as Cu); Lead and compounds (as Pb); Nickel and compounds (as Ni); Total nitrogen; Total organic carbon(as total C or COD/3) (TOC); Total phosphorus,,21450933.5,,38.66,Disposal,HW,,,,,,,
PL.MŚ/000004592.FACILITY,PL.MŚ/000004592.FACILITY,Polskie Górnictwo Naftowe i Gazownictwo S.A. Strefa Przyodwiertowa Białcz-1,Warszawa,Poland,16.559153,52.078802,2019,2024,5,6,waste_transfers; ied_installations,2296.6821724260926,2.297,1-10 km,canal_line,Canals_l,CL36022965,,BH020,PL,-9999.0,,,28722.748710891155,28.723,River_Net_l,RL36019594,WARTA OD PYSZĄCEJ DO KOPLI,2296.6821724260926,2.297,Canals_l,CL36022965,,,,,,,PL.MŚ/000005325.INSTALLATION,3.0,Mineral industry,3(a),0,,,,,,43.0,Disposal,HW,,,,functional,Combustion of fuels in installations with a total rated thermal input of 50 MW or more,BATCNOTYETADOPTED,
PL.MŚ/000000780.FACILITY,PL.MŚ/000000780.FACILITY,NGK Ceramics Polska Spółka z Ograniczoną Odpowiedzialnością,Gliwice,Poland,18.597469329834,50.3246803283691,2016,2024,9,21,air_releases; waste_transfers; ied_installations,2354.7434839479147,2.355,1-10 km,canal_line,Canals_l,CL36022985,,BH020,PL,-9999.0,,,25365.558346690737,25.366,River_Net_l,RL36005062,ODRA OD WYPŁYWU ZE ZB. POLDER BUKÓW DO KANAŁU GLIWICKIEGO,2354.7434839479147,2.355,Canals_l,CL36022985,,,,,,,PL.MŚ/000001128.INSTALLATION,3.0,Mineral industry,3(g),2,Ammonia (NH3); Fluorine and inorganic compounds (as HF),Ammonia (NH3),48320.0,,,102809.27,Disposal; Recovery,HW; NONHW,,,,functional,"Manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain with a production capacity exceeding 75 tonnes per day and/or with a kiln capacity exceeding 4 m3 and with a setting density per kiln exceeding 300 kg/m3",NOBATCAPPLICABLE,
PL.MŚ/000002099.FACILITY,PL.MŚ/000002099.FACILITY,"Górażdże Cement S.A. - Kopalnia Margli Kredowych ""Folwark""",Chrzowice,Poland,17.9101467132568,50.6106376647949,2007,2024,18,24,waste_transfers; ied_installations,2461.6223549876854,2.462,1-10 km,major_river_line,River_Net_l,RL36006165,ODRA OD OSOBŁOGI DO MAŁEJ PANWI,BH140,PL,5.0,1.0,,2461.6223549876854,2.462,River_Net_l,RL36006165,ODRA OD OSOBŁOGI DO MAŁEJ PANWI,32263.28535277246,32.263,Canals_l,CL36022948,,,,,,,PL.MŚ/000002729.INSTALLATION,3.0,Mineral industry,3(b),0,,,,,,936.86,Disposal; Recovery,HW,,,,functional,Production of cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,BATCNOTYETADOPTED,
PL.MŚ/000000203.FACILITY,PL.MŚ/000000203.FACILITY,"Zakład Kunice 1,2,3",Kunice /k.Legnicy,Poland,16.2325954437256,51.2144927978516,2012,2024,12,14,waste_transfers; ied_installations; air_releases,2503.365741735352,2.503,1-10 km,major_river_line,River_Net_l,RL36001286,KACZAWA OD CZARNEJ WODY DO ODRY,BH140,PL,5.0,1.0,,2503.365741735352,2.503,River_Net_l,RL36001286,KACZAWA OD CZARNEJ WODY DO ODRY,,,,,,,,,,,PL.MŚ/000000311.INSTALLATION,3.0,Mineral industry,3(g),1,Fluorine and inorganic compounds (as HF),Fluorine and inorganic compounds (as HF),13890.0,,,5135.98,Disposal; Recovery,HW; NONHW,,,,functional,"Manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain with a production capacity exceeding 75 tonnes per day and/or with a kiln capacity exceeding 4 m3 and with a setting density per kiln exceeding 300 kg/m3",BATCNOTYETADOPTED,
PL.MŚ/000000068.FACILITY,PL.MŚ/000000068.FACILITY,LAFARGE CEMENT S.A.; ODDZIAŁ W BIELAWACH - IPPC,BIELAWY,Poland,17.9895725250244,52.8368148803711,2017,2024,8,33,ied_installations; ied_wi_cowi; air_releases; waste_transfers; water_releases,2611.3737915381835,2.611,1-10 km,major_river_line,River_Net_l,RL36021481,NOTEĆ OD MAŁEJ NOTECI DO JEZIORA WOLICKIEGO,BH140,PL,5.0,1.0,,2611.3737915381835,2.611,River_Net_l,RL36021481,NOTEĆ OD MAŁEJ NOTECI DO JEZIORA WOLICKIEGO,15390.683609936845,15.391,Canals_l,CL36022970,,,,,,,PL.MŚ/000000102.INSTALLATION; PL.MŚ/000000051.PART,3.0,Mineral industry,3(c),10,Ammonia (NH3); Carbon dioxide (CO2); Carbon monoxide (CO); Chromium and compounds (as Cr); Mercury and compounds (as Hg); Nickel and compounds (as Ni); Nitrogen oxides (NOX); Particulate matter (PM10); Sulphur oxides (SOX); Zinc and compounds (as Zn),Carbon dioxide (CO2); Carbon monoxide (CO); Mercury and compounds (as Hg); Nickel and compounds (as Ni); Nitrogen oxides (NOX); Particulate matter (PM10); Zinc and compounds (as Zn),8671438831.0,529.0,,27658.5,Recovery,HW; NONHW,,,,functional,Production of cement clinker in rotary kilns with a production capacity exceeding 500 tonnes per day or in other kilns with a production capacity exceeding 50 tonnes per day,CLM,50.0
PL.EEA/15P000635.FACILITY,PL.EEA/15P000635.FACILITY,"Polskie Górnictwo Naftowe i Gazownictwo S.A. Oddział w Zielonej Górze, Kopalnia Gazu Ziemnego Kościan- Brońsko",Kokorzyn,Poland,16.592412,52.084896,2011,2016,5,5,waste_transfers,2788.688144888378,2.789,1-10 km,canal_line,Canals_l,CL36022963,,BH020,PL,-9999.0,,,26506.488467612224,26.506,River_Net_l,RL36019594,WARTA OD PYSZĄCEJ DO KOPLI,2788.688144888378,2.789,Canals_l,CL36022963,,,,,,,,3.0,Mineral industry,3(a),0,,,,,,272.86,Disposal; Recovery,HW,,,,,,,
PL.MŚ/000003208.FACILITY,PL.MŚ/000003208.FACILITY,Kopalnia Gazu Ziemnego Radlin - Ośrodek Grupowy Radlin II,Chrzan,Poland,17.4738426208496,52.074405670166,2007,2024,12,14,waste_transfers; ied_installations,3166.730920170573,3.167,1-10 km,major_river_line,River_Net_l,RL36019292,WARTA OD LUTYNI DO MOSKAWY,BH140,PL,6.0,1.0,,3166.730920170573,3.167,River_Net_l,RL36019292,WARTA OD LUTYNI DO MOSKAWY,35280.832962539986,35.281,Canals_l,CL36022972,,,,,,,PL.MŚ/000003838.INSTALLATION,3.0,Mineral industry,3(a),0,,,,,,26.428,Disposal; Recovery,HW,,,,functional,Combustion of fuels in installations with a total rated thermal input of 50 MW or more,BATCNOTYETADOPTED,
PL.MŚ/000003235.FACILITY,PL.MŚ/000003235.FACILITY,Kopalnia Gazu Ziemnego Załęcze - Ośrodek Grupowy Borzęcin,Karnice,Poland,16.8386116027832,51.4713897705078,2009,2024,16,22,waste_transfers; ied_installations,3238.1629056035345,3.238,1-10 km,major_river_line,River_Net_l,RL36009101,BARYCZ OD SĄSIECZNICY DO ORLI,BH140,PL,5.0,1.0,,3238.1629056035345,3.238,River_Net_l,RL36009101,BARYCZ OD SĄSIECZNICY DO ORLI,49847.92774340865,49.848,Canals_l,CL36022972,,,,,,,PL.MŚ/000003865.INSTALLATION,3.0,Mineral industry,3(a),0,,,,,,380.287,Disposal; Recovery,HW,,,,functional,Combustion of fuels in installations with a total rated thermal input of 50 MW or more,BATCNOTYETADOPTED,
PL.EEA/15P003523.FACILITY,PL.EEA/15P003523.FACILITY,CREATON Polska Sp. z o.o,Widziszewo,Poland,16.35152,52.02249,2013,2016,4,4,waste_transfers,3649.5470331874103,3.65,1-10 km,canal_line,Canals_l,CL36022928,,BH020,PL,3.0,,,36059.48868996914,36.059,River_Net_l,RL36011089,ZBĄSZYŃSKIE,3649.5470331874103,3.65,Canals_l,CL36022928,,,,,,,,3.0,Mineral industry,3(g),0,,,,,,38730.1,Disposal; Recovery,HW; NONHW,,,,,,,
PL.MŚ/000000109.FACILITY,PL.MŚ/000000109.FACILITY,Trzuskawica Spółka Akcyjna Zakład Kujawy,Piechcin,Poland,18.0081462860107,52.8271408081055,2007,2024,18,27,air_releases; waste_transfers; ied_installations,3677.810474383819,3.678,1-10 km,major_river_line,River_Net_l,RL36021481,NOTEĆ OD MAŁEJ NOTECI DO JEZIORA WOLICKIEGO,BH140,PL,5.0,1.0,,3677.810474383819,3.678,River_Net_l,RL36021481,NOTEĆ OD MAŁEJ NOTECI DO JEZIORA WOLICKIEGO,16604.273102831787,16.604,Canals_l,CL36022970,,,,,,,PL.MŚ/000000183.INSTALLATION,3.0,Mineral industry,3(c),3,Cadmium and compounds (as Cd); Carbon dioxide (CO2); Nickel and compounds (as Ni),Carbon dioxide (CO2),3195000302.5,,,6.71,Recovery,HW,,,,functional,Production of lime in kilns with a production capacity exceeding 50 tonnes per day,CLM,
PL.MŚ/000003231.FACILITY,PL.MŚ/000003231.FACILITY,Kopalnia Gazu Ziemnego Załęcze,Wodniki,Poland,16.7616062164307,51.5908279418945,2007,2024,18,24,waste_transfers; ied_installations,3898.4182235263834,3.898,1-10 km,major_river_line,River_Net_l,RL36009276,ORLA OD RDĘCY DO BARYCZY,BH140,PL,5.0,1.0,,3898.4182235263834,3.898,River_Net_l,RL36009276,ORLA OD RDĘCY DO BARYCZY,37709.94453215088,37.71,Canals_l,CL36022972,,,,,,,PL.MŚ/000003861.INSTALLATION,3.0,Mineral industry,3(a),0,,,,,,198.34,Disposal; Recovery,HW,,,,functional,Combustion of fuels in installations with a total rated thermal input of 50 MW or more,BATCNOTYETADOPTED,
PL.MŚ/000003214.FACILITY,PL.MŚ/000003214.FACILITY,Kopalnia Gazu Ziemnego Żuchlów,Stara Góra,Poland,16.5004138946533,51.6608619689941,2007,2024,18,24,waste_transfers; ied_installations,4016.2278078580016,4.016,1-10 km,major_river_line,River_Net_l,RL36002117,BARYCZ OD ORLI DO ODRY,BH140,PL,5.0,1.0,,4016.2278078580016,4.016,River_Net_l,RL36002117,BARYCZ OD ORLI DO ODRY,37757.16776930474,37.757,Canals_l,CL36022972,,,,,,,PL.MŚ/000003844.INSTALLATION,3.0,Mineral industry,3(a),0,,,,,,362.83,Disposal; Recovery,HW,,,,functional,Combustion of fuels in installations with a total rated thermal input of 50 MW or more,BATCNOTYETADOPTED,
PL.EEA/15P003699.FACILITY,PL.EEA/15P003699.FACILITY,Ośrodek Grupowy Lubiatów II,-,Poland,15.854858,52.659687,2015,2015,1,1,waste_transfers,4056.3745895271,4.056,1-10 km,major_river_line,River_Net_l,RL36012492,WARTA OD KAMIONKI DO OBRY,BH140,PL,6.0,1.0,,4056.3745895271,4.056,River_Net_l,RL36012492,WARTA OD KAMIONKI DO OBRY,,,,,,,,,,,,3.0,Mineral industry,3(a),0,,,,,,16.9,Disposal,HW,,,,,,,
PL.EEA/16Z000646.FACILITY,PL.EEA/16Z000646.FACILITY,"Polskie Górnictwo Naftowe i Gazownictwo S.A. Oddział w Zielonej Górze, Kopalnia Ropy Naftowej i Gazu Ziemnego Karlino",Karlinko,Poland,15.929483,54.059653,2011,2011,1,1,waste_transfers,4056.560821783671,4.057,1-10 km,major_river_line,River_Net_l,RL36018480,PARSĘTA OD RADWI DO WIELKIEGO ROWU,BH140,PL,5.0,1.0,,4056.560821783671,4.057,River_Net_l,RL36018480,PARSĘTA OD RADWI DO WIELKIEGO ROWU,24203.167945296784,24.203,Canals_l,CL36023002,,20684.11729515574,20.684,Coastal_p,CO36000002,PLCWIIWB8,,3.0,Mineral industry,3(a),0,,,,,,7.04,Disposal,HW,,,,,,,
